URL,Status,MentionedURL,MentionedSource,MentionedProperty,MentionedAuthor
https://chat.openai.com/share/658ae712-43f8-4c4e-ba39-ce0ca50d9b97,200,https://github.com/yzfly/LangGPT/blob/7a6febdd926033a7693a8d574350c100d961ff7c/README_zh.md,code file,code,yzfly
https://chat.openai.com/share/a9e4fb74-5366-4c4c-9998-d6caeb8b5acc,200,https://github.com/rectorphp/rector/blob/07dd65650f09d440fd0d75bffcc7ed1c35b87fda/rules/TypeDeclaration/Rector/ClassMethod/NumericReturnTypeFromStrictScalarReturnsRector.php,code file,code,TomasVotruba
https://chat.openai.com/share/448133aa-c96f-40e9-8b2f-2972365a5243,200,https://github.com/mtolly/onyxite-customs/blob/4a75fc13a90a2ef821108af2030bc8429ab96d4e/scripts/reaper/talkies.lua,code file,code,mtolly
https://chat.openai.com/share/2fd78ddd-ad7d-4e3d-be4b-31efe79a65da,200,https://github.com/simonw/til/blob/8530ae421baa18199a493c17708b20adc60c43f7/gpt3/picking-python-project-name-chatgpt.md,code file,code,simonw
https://chat.openai.com/share/6ce97dcb-7023-48c8-ac8c-8bac467a56b5,200,https://github.com/scripting/Scripting-News/blob/6be31c45900cf415d25d68cca91d4aaa990a6e7a/blog/pages/2023/05/31.html,code file,code,scripting
https://chat.openai.com/share/6cb2b004-4cfa-4aad-a2d8-47b0eacd36dd,404,https://github.com/GoesToEleven/learn-to-code-go-version-03/blob/b3ee6668799950b91659c8b021115b254456910a/117-map-count-words/main.go,code file,code,GoesToEleven
https://chat.openai.com/share/03a44e91-fc0d-4cdb-884a-c8acd8f440d8,404,https://github.com/GoesToEleven/learn-to-code-go-version-03/blob/b3ee6668799950b91659c8b021115b254456910a/117-map-count-words/main.go,code file,code,GoesToEleven
https://chat.openai.com/share/255cbba9-238a-4b8c-ae8e-76a2aadf70fe,200,https://github.com/incandescentman/Emacs-Settings/blob/93a8171714759caf6b76bed67725214409ba85e3/shared-functions.org,code file,code,incandescentman
https://chat.openai.com/share/72f09df0-30a2-4464-803a-928b2d0f65d0,200,https://github.com/LearnPrompt/LearnPrompt/blob/128a73003f51ea9aa6e7aefecb0db03094f1f374/blog/2023-06-13-news.md,code file,code,LearnPrompt
https://chat.openai.com/share/013dc581-f31b-40bb-b4e3-394bc77b39f8,200,https://github.com/AdmTal/chat-gpt-games/blob/a67ab9040326c888c388db43e7eaf139ae7b11d8/readme.md,code file,code,AdmTal
https://chat.openai.com/share/d24ce24f-283a-4f76-bacb-6e0740c234a1,200,https://github.com/pollinations/pollinations/blob/914be0fd1393ca46d0345af5ce76c8b5b97e39cb/app/src/pages/Home/Hero.js,code file,code,voodoohop
https://chat.openai.com/share/37be0c6e-54d5-4f57-928e-c34bfe95243b,200,https://github.com/fractastical/etherea/blob/37e753fdb90721141740c3f5b2d036d675ef3397/my_terms.md,code file,code,fractastical
https://chat.openai.com/share/3a9a6c68-f1a2-410a-8f81-358fd06e3630,404,https://github.com/hougarry/Mr.Gee-Your-AI-Language-Bot/blob/dd2584f75be329428bf56cb82108f8ef0aef5744/README-JP.md,code file,code,hougarry
https://chat.openai.com/share/ac7a769a-696f-447a-b123-a3e8ee585858,200,https://github.com/hougarry/Mr.Gee-Your-AI-Language-Bot/blob/dd2584f75be329428bf56cb82108f8ef0aef5744/README-JP.md,code file,code,hougarry
